,YEAR,LAUREATE,NAME_ORDER,URL,FIELD,place of birth,born,place of death,age at death,died,other awards,nationality,alma mater
587,1988,Gertrude B. Elion,2,/wiki/Gertrude_B._Elion,Medicine,United States,1918-01-23,U.S,81,1999-02-21,4.0,,
588,1988,George H. Hitchings,3,/wiki/George_H._Hitchings,Medicine,U.S.,,U.S.,92,1998-02-28,3.0,,
589,1988,United Nations peacekeeping forces,1,/wiki/United_Nations_peacekeeping,Peace,,,,,,,,
590,1988,Leon M. Lederman,1,/wiki/Leon_M._Lederman,Physics,U.S.,1922-07-15,U.S.,96,2018-10-03,4.0,,
591,1988,Melvin Schwartz,2,/wiki/Melvin_Schwartz,Physics,U.S.,1932-11-02,U.S.,73,2006-08-28,0.0,,
592,1988,Jack Steinberger,3,/wiki/Jack_Steinberger,Physics,Germany,1921-05-25,Switzerland,99,,2.0,American,
593,1989,Sidney Altman,1,/wiki/Sidney_Altman,Chemistry,Canada,1939-05-07,U.S.,82,2022-04-05,2.0,"Canadian, American (since 1984)",
594,1989,Thomas Cech,2,/wiki/Thomas_Cech,Chemistry,Illinois US,1947-12-08,,,,6.0,,
595,1989,Trygve Haavelmo,1,/wiki/Trygve_Haavelmo,Economy,Norway,1911-12-13,Norway,87,1999-07-26,0.0,Norwegian,
596,1989,Camilo José Cela,1,/wiki/Camilo_Jos%C3%A9_Cela,Literature,Galicia Spain,1916-05-11,Spain,85,2002-01-17,2.0,,
597,1989,J. Michael Bishop,1,/wiki/J._Michael_Bishop,Medicine,U.S.,1936-02-22,,,,4.0,,
598,1989,Harold E. Varmus,2,/wiki/Harold_E._Varmus,Medicine,U.S,1939-12-18,,,,1.0,,
599,1989,Tenzin Gyatso (The 14th Dalai Lama),1,/wiki/14th_Dalai_Lama,Peace,Amdo,1935-07-06,,,,,,
600,1989,Norman Ramsey Jr.,1,/wiki/Norman_Ramsey_Jr.,Physics,Washington D.C. U.S.,1915-08-27,U.S.,96,2011-11-04,9.0,,
601,1989,Hans Georg Dehmelt,2,/wiki/Hans_Georg_Dehmelt,Physics,Germany,1922-09-09,U.S.,94,2017-03-07,4.0,"German, American",
602,1989,Wolfgang Paul,3,/wiki/Wolfgang_Paul,Physics,German Empire,1913-08-10,Germany,80,1993-12-07,1.0,German,
603,1990,Elias James Corey,1,/wiki/Elias_James_Corey,Chemistry,U.S.,1928-07-12,,,,18.0,,
604,1990,Harry Markowitz,1,/wiki/Harry_Markowitz,Economy,U.S.,1927-08-24,U.S.,95,2023-06-22,1.0,,
605,1990,Merton Miller,2,/wiki/Merton_Miller,Economy,U.S.,1923-05-16,U.S.,77,2000-06-03,0.0,American,
606,1990,William F. Sharpe,3,/wiki/William_F._Sharpe,Economy,U.S.,1934-06-16,,,,0.0,,
607,1990,Octavio Paz,1,/wiki/Octavio_Paz,Literature,Mexico,1914-03-31,Mexico City Mexico,84,1998-04-19,1.0,,
608,1990,Joseph Murray,1,/wiki/Joseph_Murray,Medicine,U.S.,1919-04-01,U.S.,93,2012-11-26,2.0,,
609,1990,E. Donnall Thomas,2,/wiki/E._Donnall_Thomas,Medicine,U.S.,1920-03-15,U.S.,92,2012-10-20,0.0,,
610,1990,Mikhail Gorbachev,1,/wiki/Mikhail_Gorbachev,Peace,Russian SFSR Soviet Union,1931-03-02,Russia,91,2022-08-30,,,
611,1990,Jerome Isaac Friedman,1,/wiki/Jerome_Isaac_Friedman,Physics,U.S.,1930-03-28,,,,1.0,,
612,1990,Henry Way Kendall,2,/wiki/Henry_Way_Kendall,Physics,U.S.,1926-12-09,U.S.,72,1999-02-15,0.0,,
613,1990,Richard E. Taylor,3,/wiki/Richard_E._Taylor,Physics,Canada,1929-11-02,U.S.,88,2018-02-22,1.0,,
614,1991,Richard R. Ernst,1,/wiki/Richard_R._Ernst,Chemistry,Switzerland,1933-08-14,Winterthur Switzerland,87,2021-06-04,4.0,,
615,1991,Ronald Coase,1,/wiki/Ronald_Coase,Economy,London England,1910-12-29,Chicago Illinois U.S.,10,2013-09-02,0.0,,
616,1991,Nadine Gordimer,1,/wiki/Nadine_Gordimer,Literature,Union of South Africa,1923-11-20,South Africa,90,2014-07-13,1.0,,
617,1991,Erwin Neher,1,/wiki/Erwin_Neher,Medicine,Germany,1944-03-20,,,,4.0,German,
618,1991,Bert Sakmann,2,/wiki/Bert_Sakmann,Medicine,German Reich,1942-06-12,,,,5.0,,
619,1991,Aung San Suu Kyi,1,/wiki/Aung_San_Suu_Kyi,Peace,British Burma,1945-06-19,,,,0.0,,
620,1991,Pierre-Gilles de Gennes,1,/wiki/Pierre-Gilles_de_Gennes,Physics,France,1932-10-24,France,74,2007-05-18,14.0,French,
621,1992,Rudolph A. Marcus,1,/wiki/Rudolph_A._Marcus,Chemistry,Canada,1923-07-21,,,,8.0,"Canadian
American",
622,1992,Gary Becker,1,/wiki/Gary_Becker,Economy,U.S.,1930-12-02,U.S.,83,2014-05-03,5.0,,
623,1992,Derek Walcott,1,/wiki/Derek_Walcott,Literature,British Empire,1930-01-23,Saint Lucia,87,2017-03-17,1.0,,
624,1992,Edmond H. Fischer,1,/wiki/Edmond_H._Fischer,Medicine,China,1920-04-06,U.S.,10,2021-08-27,0.0,,
625,1992,Edwin G. Krebs,2,/wiki/Edwin_G._Krebs,Medicine,U.S,1918-06-06,U.S,91,2009-12-21,2.0,,
626,1992,Rigoberta Menchú,1,/wiki/Rigoberta_Mench%C3%BA,Peace,Guatemala,1959-01-09,,,,2.0,,
627,1992,Georges Charpak,1,/wiki/Georges_Charpak,Physics,Second Polish Republic,1924-08-01,France,86,2010-09-29,2.0,,
628,1993,Kary Mullis,1,/wiki/Kary_Mullis,Chemistry,U.S.,1944-12-28,U.S.,74,2019-08-07,3.0,,
629,1993,Michael Smith,2,/wiki/Michael_Smith_(chemist),Chemistry,England,1932-04-26,Canada,68,2000-10-04,2.0,Canadian,
630,1993,Robert Fogel,1,/wiki/Robert_Fogel,Economy,New York City U.S.,1926-07-01,U.S.,86,2013-06-11,1.0,,
631,1993,Douglass North,2,/wiki/Douglass_North,Economy,U.S.,1920-11-05,U.S.,95,2015-11-23,0.0,,
632,1993,Toni Morrison,1,/wiki/Toni_Morrison,Literature,U.S.,1931-02-18,New York City U.S.,88,2019-08-05,1.0,,
633,1993,Richard J. Roberts,1,/wiki/Richard_J._Roberts,Medicine,England,1943-09-06,,,,4.0,,
634,1993,Phillip Allen Sharp,2,/wiki/Phillip_Allen_Sharp,Medicine,U.S.,1944-06-06,,,,5.0,,
635,1993,Nelson Mandela,1,/wiki/Nelson_Mandela,Peace,South Africa,1918-07-18,South Africa,95,2013-12-05,7.0,,
636,1993,F. W. de Klerk,2,/wiki/F._W._de_Klerk,Peace,South Africa,1936-03-18,South Africa,85,2021-11-11,0.0,,
637,1993,Russell Alan Hulse,1,/wiki/Russell_Alan_Hulse,Physics,U.S.,1950-11-28,,,,0.0,American,
638,1993,Joseph Hooton Taylor Jr.,2,/wiki/Joseph_Hooton_Taylor_Jr.,Physics,U.S.,1941-03-29,,,,5.0,American,
639,1994,George Andrew Olah,1,/wiki/George_Andrew_Olah,Chemistry,Hungary,1927-05-22,U.S.,89,2017-03-08,5.0,,
640,1994,John Harsanyi,1,/wiki/John_Harsanyi,Economy,Hungary,1920-05-29,U.S.,80,2000-08-09,0.0,,
641,1994,John Forbes Nash Jr.,2,/wiki/John_Forbes_Nash_Jr.,Economy,U.S.,1928-06-13,U.S.,86,2015-05-23,3.0,,
642,1994,Reinhard Selten,3,/wiki/Reinhard_Selten,Economy,Poland,1930-10-05,Poland,85,2016-08-23,0.0,German,
643,1994,Kenzaburō Ōe,1,/wiki/Kenzabur%C5%8D_%C5%8Ce,Literature,Japan,1935-01-31,(aged 88),88,2023-03-03,0.0,,
644,1994,Alfred G. Gilman,1,/wiki/Alfred_G._Gilman,Medicine,U.S,,U.S.,74,2015-12-23,3.0,American,
645,1994,Martin Rodbell,2,/wiki/Martin_Rodbell,Medicine,U.S.,1925-12-01,U.S.,73,1998-12-07,2.0,American,
646,1994,Yasser Arafat,1,/wiki/Yasser_Arafat,Peace,Kingdom of Egypt,1929-08-24,Hauts-de-Seine France,75,2004-11-11,,,
647,1994,Shimon Peres,2,/wiki/Shimon_Peres,Peace,(now Vishnyeva Minsk Region Belarus),1923-08-02,Israel,93,2016-09-28,0.0,Israeli,
648,1994,Yitzhak Rabin,3,/wiki/Yitzhak_Rabin,Peace,Mandatory Palestine,1922-03-01,Israel,73,1995-11-04,,Israeli,
649,1994,Bertram Brockhouse,1,/wiki/Bertram_Brockhouse,Physics,Canada,1918-07-15,Canada,85,2003-10-13,4.0,,
650,1994,Clifford Shull,2,/wiki/Clifford_Shull,Physics,Pittsburgh Pennsylvania,1915-09-23,Medford Massachusetts,85,2001-03-31,2.0,American,
651,1995,Paul J. Crutzen,1,/wiki/Paul_J._Crutzen,Chemistry,Netherlands,1933-12-03,Germany,87,2021-01-28,4.0,,
652,1995,Mario J. Molina,2,/wiki/Mario_J._Molina,Chemistry,Mexico,1943-03-19,Mexico City Mexico,77,2020-10-07,9.0,,
653,1995,F. Sherwood Rowland,3,/wiki/F._Sherwood_Rowland,Chemistry,US,1927-06-28,US,84,2012-03-10,7.0,,
654,1995,Robert Lucas Jr.,1,/wiki/Robert_Lucas_Jr.,Economy,U.S.,1937-09-15,Chicago Illinois U.S.,85,2023-05-15,0.0,,
655,1995,Seamus Heaney,1,/wiki/Seamus_Heaney,Literature,Northern Ireland,1939-04-13,Ireland,74,2013-08-30,,,
656,1995,Edward B. Lewis,1,/wiki/Edward_B._Lewis,Medicine,US,1918-05-20,Pasadena California US,86,2004-07-22,4.0,,
657,1995,Christiane Nüsslein-Volhard,2,/wiki/Christiane_N%C3%BCsslein-Volhard,Medicine,Germany,1942-10-20,,,,6.0,,
658,1995,Eric F. Wieschaus,3,/wiki/Eric_F._Wieschaus,Medicine,U.S.,1947-06-08,,,,1.0,,
659,1995,Joseph Rotblat,1,/wiki/Joseph_Rotblat,Peace,Congress Poland,1908-11-04,London United Kingdom,96,2005-08-31,4.0,Polish-British,
660,1995,Pugwash Conferences on Science and World Affairs,2,/wiki/Pugwash_Conferences_on_Science_and_World_Affairs,Peace,,,,,,,,
661,1995,Martin Lewis Perl,1,/wiki/Martin_Lewis_Perl,Physics,New York,1927-06-24,Palo Alto California,87,2014-09-30,1.0,American,
662,1995,Frederick Reines,2,/wiki/Frederick_Reines,Physics,U.S.,1918-03-16,U.S.,80,1998-08-26,6.0,,
663,1996,Robert Curl,1,/wiki/Robert_Curl,Chemistry,U.S.,1933-08-23,U.S.,88,2022-07-03,0.0,,
664,1996,Harry Kroto,2,/wiki/Harry_Kroto,Chemistry,Cambridgeshire England,1939-10-07,East Sussex England,76,2016-04-30,4.0,,
665,1996,Richard Smalley,3,/wiki/Richard_Smalley,Chemistry,U.S.,1943-06-06,Texas U.S.,62,2005-10-28,3.0,,
666,1996,James Mirrlees,1,/wiki/James_Mirrlees,Economy,Scotland,1936-07-05,England,82,2018-08-29,0.0,,
667,1996,William Vickrey,2,/wiki/William_Vickrey,Economy,Canada,1914-06-21,U.S.,82,1996-10-11,1.0,Canadian,
668,1996,Wisława Szymborska,1,/wiki/Wis%C5%82awa_Szymborska,Literature,Poland,1923-07-02,Poland,88,2012-02-01,3.0,,
669,1996,Peter C. Doherty,1,/wiki/Peter_C._Doherty,Medicine,Australia,1940-10-15,,,,3.0,,
670,1996,Rolf M. Zinkernagel,2,/wiki/Rolf_M._Zinkernagel,Medicine,Switzerland,1944-01-06,,,,8.0,,
671,1996,Carlos Filipe Ximenes Belo,1,/wiki/Carlos_Filipe_Ximenes_Belo,Peace,East Timor,1948-02-03,,,,,East Timorese,
672,1996,José Ramos-Horta,2,/wiki/Jos%C3%A9_Ramos-Horta,Peace,East Timor,1949-12-26,,,,,,
673,1996,David Lee,1,/wiki/David_Lee_(physicist),Physics,New York,1931-01-20,,,,3.0,,
674,1996,Douglas Osheroff,2,/wiki/Douglas_Osheroff,Physics,U.S.,1945-08-01,,,,3.0,,
675,1996,Robert Coleman Richardson,3,/wiki/Robert_Coleman_Richardson,Physics,U.S.,1937-06-26,U.S.,75,2013-02-19,2.0,American,
676,1997,Paul D. Boyer,1,/wiki/Paul_D._Boyer,Chemistry,U.S.,1918-07-31,California U.S.,99,2018-06-02,4.0,,
677,1997,John E. Walker,2,/wiki/John_E._Walker,Chemistry,England,1941-01-07,,,,2.0,,
678,1997,Jens Christian Skou,3,/wiki/Jens_Christian_Skou,Chemistry,Denmark,1918-10-08,Denmark,99,2018-05-28,1.0,Danish,
679,1997,Robert C. Merton,1,/wiki/Robert_C._Merton,Economy,U.S.,1944-07-31,,,,0.0,,
680,1997,Myron Scholes,2,/wiki/Myron_Scholes,Economy,Canada,1941-07-01,,,,0.0,"Canada, United States",
681,1997,Dario Fo,1,/wiki/Dario_Fo,Literature,Kingdom of Italy,1926-03-24,Italy,90,2016-10-13,0.0,,
682,1997,Stanley B. Prusiner,1,/wiki/Stanley_B._Prusiner,Medicine,U.S.,1942-05-28,,,,9.0,American,
683,1997,International Campaign to Ban Landmines,1,/wiki/International_Campaign_to_Ban_Landmines,Peace,,,,,,,,
684,1997,Jody Williams,2,/wiki/Jody_Williams,Peace,United States,1950-10-09,,,,,,
685,1997,Steven Chu,1,/wiki/Steven_Chu,Physics,U.S.,1948-02-28,,,,1.0,,
686,1997,Claude Cohen-Tannoudji,2,/wiki/Claude_Cohen-Tannoudji,Physics,French Algeria,1933-04-01,,,,7.0,French,
687,1997,William Daniel Phillips,3,/wiki/William_Daniel_Phillips,Physics,U.S.,1948-11-05,,,,0.0,,
688,1998,Walter Kohn,1,/wiki/Walter_Kohn,Chemistry,Austria,1923-03-09,U.S.,93,2016-04-19,2.0,American,
689,1998,John Pople,2,/wiki/John_Pople,Chemistry,England,1925-10-31,U.S.,78,2004-03-15,6.0,,
690,1998,Amartya Sen,1,/wiki/Amartya_Sen,Economy,British India,1933-11-03,,,,3.0,,
691,1998,José Saramago,1,/wiki/Jos%C3%A9_Saramago,Literature,Portugal,1922-11-16,Spain,87,2010-06-18,1.0,Portuguese,
692,1998,Robert F. Furchgott,1,/wiki/Robert_F._Furchgott,Medicine,U.S.,1916-06-04,U.S.,92,2009-05-19,0.0,,
693,1998,Louis Ignarro,2,/wiki/Louis_Ignarro,Medicine,U.S.,1941-05-31,,,,0.0,American,
694,1998,Ferid Murad,3,/wiki/Ferid_Murad,Medicine,U.S.,1936-09-14,U.S.,86,2023-09-04,1.0,,
695,1998,John Hume,1,/wiki/John_Hume,Peace,Derry,1937-01-18,Derry,83,2020-08-03,,Irish,
696,1998,David Trimble,2,/wiki/David_Trimble,Peace,Northern Ireland,1944-10-15,Belfast Northern Ireland,77,2022-07-25,0.0,,
697,1998,Robert B. Laughlin,1,/wiki/Robert_B._Laughlin,Physics,United States,1950-11-01,,,,3.0,American,
698,1998,Horst Ludwig Störmer,2,/wiki/Horst_Ludwig_St%C3%B6rmer,Physics,Allied-occupied Germany,1949-04-06,,,,2.0,German,
699,1998,Daniel C. Tsui,3,/wiki/Daniel_C._Tsui,Physics,Republic of China,1939-02-28,,,,1.0,,
700,1999,Ahmed Zewail,1,/wiki/Ahmed_Zewail,Chemistry,Egypt,1946-02-26,U.S.,70,2016-08-02,15.0,Egyptian,
701,1999,Robert Mundell,1,/wiki/Robert_Mundell,Economy,Canada,1932-10-24,Italy,88,2021-04-04,0.0,,
702,1999,Günter Grass,1,/wiki/G%C3%BCnter_Grass,Literature,Free City of Danzig,1927-10-16,Germany,87,2015-04-13,3.0,,
703,1999,Günter Blobel,1,/wiki/G%C3%BCnter_Blobel,Medicine,(now Niegosławice),1936-05-21,U.S.,81,2018-02-18,15.0,,
704,1999,Médecins Sans Frontières,1,/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res,Peace,,,,,,,,
705,1999,Gerard 't Hooft,1,/wiki/Gerard_%27t_Hooft,Physics,Netherlands,1946-07-05,,,,7.0,Dutch,
706,1999,Martinus J. G. Veltman,2,/wiki/Martinus_J._G._Veltman,Physics,Netherlands,1931-06-27,Netherlands,89,2021-01-04,2.0,Dutch,
707,2000,Alan J. Heeger,1,/wiki/Alan_J._Heeger,Chemistry,United States,1936-01-22,,,,2.0,,
708,2000,Alan MacDiarmid,2,/wiki/Alan_MacDiarmid,Chemistry,New Zealand,,U.S.,79,,4.0,"New Zealand, United States",
709,2000,Hideki Shirakawa,3,/wiki/Hideki_Shirakawa,Chemistry,Tokyo Japan,1936-08-20,,,,2.0,Japanese,
710,2000,James Heckman,1,/wiki/James_Heckman,Economy,US,1944-04-19,,,,2.0,,
711,2000,Daniel McFadden,2,/wiki/Daniel_McFadden,Economy,U.S.,1937-07-29,,,,3.0,American,
712,2000,Gao Xingjian,1,/wiki/Gao_Xingjian,Literature,Jiangxi China,1940-01-04,,,,0.0,,
713,2000,Arvid Carlsson,1,/wiki/Arvid_Carlsson,Medicine,Sweden,1923-01-25,Sweden,95,2018-06-29,3.0,,
714,2000,Paul Greengard,2,/wiki/Paul_Greengard,Medicine,New York U.S.,1925-12-11,New York City U.S.,93,2019-04-13,3.0,,
715,2000,Eric Kandel,3,/wiki/Eric_Kandel,Medicine,Vienna Austria,1929-11-07,,,,6.0,,
716,2000,Kim Dae-jung,1,/wiki/Kim_Dae-jung,Peace,Korea Empire of Japan,1924-01-06,South Korea,85,2009-08-18,1.0,,
717,2000,Jack Kilby,1,/wiki/Jack_Kilby,Physics,U.S.,1923-11-08,U.S.,81,2005-06-20,6.0,,
718,2000,Zhores Alferov,2,/wiki/Zhores_Alferov,Physics,Soviet Union,,Russia,88,2019-03-01,7.0,Russian,
719,2000,Herbert Kroemer,3,/wiki/Herbert_Kroemer,Physics,Germany,1928-08-25,(aged 95),95,2024-03-08,3.0,GermanyUnited States (from 2003),
720,2001,William Standish Knowles,1,/wiki/William_Standish_Knowles,Chemistry,U.S.,1917-06-01,U.S.,95,2012-06-13,0.0,,
721,2001,Ryōji Noyori,2,/wiki/Ry%C5%8Dji_Noyori,Chemistry,Kobe Japan,1938-09-03,,,,6.0,Japanese,
722,2001,Karl Barry Sharpless,3,/wiki/Karl_Barry_Sharpless,Chemistry,Pennsylvania U.S.,1941-04-28,,,,11.0,,
723,2001,George Akerlof,1,/wiki/George_Akerlof,Economy,U.S.,1940-06-17,,,,0.0,,
724,2001,Michael Spence,2,/wiki/Michael_Spence,Economy,US,1943-11-07,,,,1.0,,
725,2001,Joseph Stiglitz,3,/wiki/Joseph_Stiglitz,Economy,U.S.,1943-02-09,,,,,,
726,2001,V. S. Naipaul,1,/wiki/V._S._Naipaul,Literature,Trinidad and Tobago,1932-08-17,London England,85,2018-08-11,4.0,,
727,2001,Leland H. Hartwell,1,/wiki/Leland_H._Hartwell,Medicine,Los Angeles California U.S.,1939-10-30,,,,7.0,,
728,2001,Tim Hunt,2,/wiki/Tim_Hunt,Medicine,England,1943-02-19,,,,2.0,,
729,2001,Paul Nurse,3,/wiki/Paul_Nurse,Medicine,England,1949-01-25,,,,6.0,,
730,2001,United Nations,1,/wiki/United_Nations,Peace,,,,,,,,
731,2001,Kofi Annan,2,/wiki/Kofi_Annan,Peace,(now Ghana),1938-04-08,Switzerland,80,2018-08-18,,,
732,2001,Eric Allin Cornell,1,/wiki/Eric_Allin_Cornell,Physics,US,1961-12-19,,,,5.0,,
733,2001,Wolfgang Ketterle,2,/wiki/Wolfgang_Ketterle,Physics,West Germany,1957-10-21,,,,5.0,"Germany, United States",
734,2001,Carl Wieman,3,/wiki/Carl_Wieman,Physics,U.S.,1951-03-26,,,,7.0,,
735,2002,John B. Fenn,1,/wiki/John_B._Fenn,Chemistry,U.S.,1917-06-15,U.S.,93,2010-12-10,4.0,,
736,2002,Koichi Tanaka,2,/wiki/Koichi_Tanaka,Chemistry,Toyama Japan,1959-08-03,,,,2.0,Japanese,
737,2002,Kurt Wüthrich,3,/wiki/Kurt_W%C3%BCthrich,Chemistry,Switzerland,1938-10-04,,,,5.0,,
738,2002,Daniel Kahneman,1,/wiki/Daniel_Kahneman,Economy,Mandatory Palestine,1934-03-05,New York U.S.,90,2024-03-27,4.0,"American, Israeli",
739,2002,Vernon L. Smith,2,/wiki/Vernon_L._Smith,Economy,U.S.,1927-01-01,,,,0.0,,
740,2002,Imre Kertész,1,/wiki/Imre_Kert%C3%A9sz,Literature,Hungary,1929-11-09,Budapest Hungary,86,2016-03-31,0.0,Hungarian,
741,2002,Sydney Brenner,1,/wiki/Sydney_Brenner,Medicine,South Africa,1927-01-13,Singapore,92,2019-04-05,17.0,,
742,2002,H. Robert Horvitz,2,/wiki/H._Robert_Horvitz,Medicine,Illinois U.S.,1947-05-08,,,,3.0,,
743,2002,John Sulston,3,/wiki/John_Sulston,Medicine,England,1942-03-27,(aged 75),75,2018-03-06,7.0,,
744,2002,Jimmy Carter,1,/wiki/Jimmy_Carter,Peace,U.S.,1924-10-01,Plains Georgia U.S.,10,2024-12-29,,,
745,2002,Riccardo Giacconi,1,/wiki/Riccardo_Giacconi,Physics,Kingdom of Italy,1931-10-06,U.S.,87,2018-12-09,3.0,ItalianAmerican,
746,2002,Raymond Davis Jr.,2,/wiki/Raymond_Davis_Jr.,Physics,Washington D.C. U.S.,1914-10-14,U.S.,91,2006-05-31,6.0,American,
747,2002,Masatoshi Koshiba,3,/wiki/Masatoshi_Koshiba,Physics,Japan,1926-09-19,Japan,94,2020-11-12,2.0,Japanese,
748,2003,Peter Agre,1,/wiki/Peter_Agre,Chemistry,U.S.,1949-01-30,,,,1.0,,
749,2003,Roderick MacKinnon,2,/wiki/Roderick_MacKinnon,Chemistry,U.S.,1956-02-19,,,,5.0,American,
750,2003,Robert F. Engle,1,/wiki/Robert_F._Engle,Economy,U.S.,1942-11-10,,,,0.0,,
751,2003,Clive Granger,2,/wiki/Clive_Granger,Economy,Wales U.K.,1934-09-04,U.S.,74,2009-05-27,0.0,British,
752,2003,J. M. Coetzee,1,/wiki/J._M._Coetzee,Literature,Union of South Africa,1940-02-09,,,,,South AfricanAustralian (from 2006),
753,2003,Paul Lauterbur,1,/wiki/Paul_Lauterbur,Medicine,U.S.,1929-05-06,U.S.,77,2007-03-27,6.0,,
754,2003,Peter Mansfield,2,/wiki/Peter_Mansfield,Medicine,England,1933-10-09,England,83,2017-02-08,2.0,British,
755,2003,Shirin Ebadi,1,/wiki/Shirin_Ebadi,Peace,Iran,1947-06-21,,,,3.0,Iranian,
756,2003,Alexei Abrikosov,1,/wiki/Alexei_Abrikosov_(physicist),Physics,Soviet Union,1928-06-25,United States,88,2017-03-29,6.0,,
757,2003,Vitaly Ginzburg,2,/wiki/Vitaly_Ginzburg,Physics,Moscow Russian Empire,1916-10-04,Moscow Russia,93,2009-11-08,3.0,,
758,2003,Anthony James Leggett,3,/wiki/Anthony_James_Leggett,Physics,London England,1938-03-26,,,,5.0,,
759,2004,Aaron Ciechanover,1,/wiki/Aaron_Ciechanover,Chemistry,Israel,1947-10-01,,,,2.0,,
760,2004,Avram Hershko,2,/wiki/Avram_Hershko,Chemistry,Hungary,1937-12-31,,,,2.0,HungaryIsrael,
761,2004,Irwin Rose,3,/wiki/Irwin_Rose,Chemistry,U.S.,1926-07-16,U.S.,88,2015-06-02,0.0,,
762,2004,Finn E. Kydland,1,/wiki/Finn_E._Kydland,Economy,Norway,1943-12-01,,,,0.0,Norwegian,
763,2004,Edward C. Prescott,2,/wiki/Edward_C._Prescott,Economy,U.S.,1940-12-26,U.S.,81,2022-11-06,0.0,,
764,2004,Elfriede Jelinek,1,/wiki/Elfriede_Jelinek,Literature,Austria,1946-10-20,,,,1.0,,
765,2004,Richard Axel,1,/wiki/Richard_Axel,Medicine,New York City U.S.,1946-07-02,,,,3.0,,
766,2004,Linda B. Buck,2,/wiki/Linda_B._Buck,Medicine,U.S.,1947-01-29,,,,4.0,,
767,2004,Wangari Maathai,1,/wiki/Wangari_Maathai,Peace,Kenya,1940-04-01,Kenya,71,2011-09-25,2.0,,
768,2004,David Gross,1,/wiki/David_Gross,Physics,U.S.,1941-02-19,,,,2.0,,
769,2004,Hugh David Politzer,2,/wiki/Hugh_David_Politzer,Physics,New York City U.S.,1949-08-31,,,,1.0,,
770,2004,Frank Wilczek,3,/wiki/Frank_Wilczek,Physics,U.S.,1951-05-15,,,,7.0,,
771,2005,Yves Chauvin,1,/wiki/Yves_Chauvin,Chemistry,Belgium,1930-10-10,France,84,2015-01-27,0.0,French,
772,2005,Robert H. Grubbs,2,/wiki/Robert_H._Grubbs,Chemistry,U.S.,1942-02-27,U.S.,79,2021-12-19,4.0,,
773,2005,Richard R. Schrock,3,/wiki/Richard_R._Schrock,Chemistry,United States,1945-01-04,,,,2.0,American,
774,2005,Robert Aumann,1,/wiki/Robert_Aumann,Economy,Prussia,1930-06-08,,,,2.0,"Israeli, American",
775,2005,Thomas Schelling,2,/wiki/Thomas_Schelling,Economy,U.S.,1921-04-14,U.S.,95,2016-12-13,1.0,,
776,2005,Harold Pinter,1,/wiki/Harold_Pinter,Literature,London England,1930-10-10,London England,78,2008-12-24,4.0,,
777,2005,Barry Marshall,1,/wiki/Barry_Marshall,Medicine,Western Australia,1951-09-30,,,,9.0,,
778,2005,Robin Warren,2,/wiki/Robin_Warren,Medicine,Australia,1937-06-11,Australia,87,2024-07-23,1.0,Australian,
779,2005,International Atomic Energy Agency,1,/wiki/International_Atomic_Energy_Agency,Peace,,,,,,,,
780,2005,Mohamed ElBaradei,2,/wiki/Mohamed_ElBaradei,Peace,Egypt,1942-06-17,,,,,,
781,2005,Roy J. Glauber,1,/wiki/Roy_J._Glauber,Physics,U.S.,1925-09-01,U.S.,93,2018-12-26,7.0,,
782,2005,John L. Hall,2,/wiki/John_L._Hall,Physics,U.S.,1934-08-21,,,,1.0,American,
783,2005,Theodor W. Hänsch,3,/wiki/Theodor_W._H%C3%A4nsch,Physics,Germany,1941-10-30,,,,,,
784,2006,Roger D. Kornberg,1,/wiki/Roger_D._Kornberg,Chemistry,U.S.,1947-04-24,,,,5.0,,
785,2006,Edmund Phelps,1,/wiki/Edmund_Phelps,Economy,U.S.,1933-07-26,,,,4.0,American,
786,2006,Orhan Pamuk,1,/wiki/Orhan_Pamuk,Literature,Turkey,1952-06-07,,,,2.0,Turkish,
787,2006,Andrew Fire,1,/wiki/Andrew_Fire,Medicine,California U.S.,1959-04-27,,,,4.0,,
788,2006,Craig Mello,2,/wiki/Craig_Mello,Medicine,U.S.,1960-10-18,,,,4.0,,
789,2006,Muhammad Yunus,1,/wiki/Muhammad_Yunus,Peace,Bengal Province British India,1940-06-28,,,,4.0,,
790,2006,Grameen Bank,2,/wiki/Grameen_Bank,Peace,,,,,,,,
791,2006,John C. Mather,1,/wiki/John_C._Mather,Physics,U.S.,1946-08-07,,,,1.0,,
792,2006,George Smoot,2,/wiki/George_Smoot,Physics,U.S.,1945-02-20,,,,9.0,,
793,2007,Gerhard Ertl,1,/wiki/Gerhard_Ertl,Chemistry,Baden-Württemberg Germany,1936-10-10,,,,5.0,German,
794,2007,Leonid Hurwicz,1,/wiki/Leonid_Hurwicz,Economy,Russian Republic,1917-08-21,U.S.,90,2008-06-24,1.0,,
795,2007,Eric Maskin,2,/wiki/Eric_Maskin,Economy,New York City U.S.,1950-12-12,,,,0.0,,
796,2007,Roger Myerson,3,/wiki/Roger_Myerson,Economy,US,1951-03-29,,,,0.0,,
797,2007,Doris Lessing,1,/wiki/Doris_Lessing,Literature,Persia,1919-10-22,London England,94,2013-11-17,7.0,British,
798,2007,Mario Capecchi,1,/wiki/Mario_Capecchi,Medicine,Italy,1937-10-06,,,,5.0,"Italian, American",
799,2007,Martin Evans,2,/wiki/Martin_Evans,Medicine,England,1941-01-01,,,,3.0,,
